OUTCOME_CONCEPT_ID,REACTION_NAME
42889498,Graft versus host disease in skin
35808823,Application site pustules
37521188,Dental implantation
36312378,Blood oestrogen increased
37320302,Onychalgia
36617157,Fibroadenoma of breast
36314128,PO2 decreased
35205334,Myoglobinuria
35305603,Iris coloboma
37320162,Palmar erythema
36312018,Carotid bruit
36516795,Chondromalacia
35506654,Hypopituitarism
35506749,Calcium deficiency
36516775,Myofascitis
42889501,Skin sensitisation
36009882,Jarisch-Herxheimer reaction
36110574,Superinfection
36313259,Mean cell volume decreased
37521013,Intestinal adhesion lysis
37522130,Catheter removal
35808878,Implant site effusion
35506768,Thyroiditis acute
35606967,Eyelid pain
36718044,Cerebral vasoconstriction
37622491,Phlebolith
36818766,Neonatal disorder
35306237,Choanal atresia
36315416,Alpha 1 foetoprotein increased
36314542,False positive tuberculosis test
37119622,Genital erosion
37520970,GASTRIC BYPASS
36617295,MALIGNANT NEOPLASM PROGRESSION
36617389,GLIOBLASTOMA MULTIFORME
36312648,LIPASE INCREASED
36314117,OXYGEN SATURATION DECREASED
36211730,ENDOTRACHEAL INTUBATION COMPLICATION
35809087,FEELING JITTERY
36312883,BIOPSY BONE MARROW ABNORMAL
35809009,INJECTION SITE PHLEBITIS
35809193,ENANTHEMA
36312941,BLEEDING TIME PROLONGED
35708258,OESOPHAGEAL OBSTRUCTION
36110089,LYME DISEASE
35305703,CONGENITAL ORAL MALFORMATION
36211439,RADIATION INJURY
35708136,ABDOMINAL MASS
35809380,EXCESSIVE GRANULATION TISSUE
36718587,NERVE ROOT COMPRESSION
36313790,BLOOD IMMUNOGLOBULIN A DECREASED
36316455,BLOOD OSMOLARITY DECREASED
36918901,OBSESSIVE THOUGHTS
36316176,DRUG CLEARANCE DECREASED
36312866,COOMBS DIRECT TEST POSITIVE
37019443,URINE ABNORMALITY
37119617,PROSTATIC PAIN
35104855,LEUKAEMOID REACTION
36211283,ANIMAL BITE
35707681,GINGIVAL INJURY
36617199,KERATOACANTHOMA
37420580,POOR PERSONAL HYGIENE
37420537,MENTAL DISABILITY
35809143,MACROSOMIA
35506582,HIRSUTISM
37520651,JOINT SURGERY
36110117,ENTEROCOCCAL SEPSIS
36009774,RHINITIS PERENNIAL
37521158,CONTINUOUS HAEMODIAFILTRATION
37521184,DENTAL CARE
35104491,DIFFUSE LARGE B-CELL LYMPHOMA RECURRENT
37521981,CHEMOTHERAPY
36718172,AMNESTIC DISORDER
35809042,HYPOTHERMIA NEONATAL
37119482,BREAST INFLAMMATION
37219796,ASTHMA EXERCISE INDUCED
36312882,BIOPSY BONE MARROW
36110984,PNEUMONIA RESPIRATORY SYNCYTIAL VIRAL
35708655,PERITONEAL CLOUDY EFFLUENT
35305627,MICROPHTHALMOS
37521336,BILE DUCT STENT INSERTION
35708682,BLOODY PERITONEAL EFFLUENT
36516995,SOFT TISSUE NECROSIS
35809274,PRODUCT CONTAINER ISSUE
35809262,PRODUCT EXPIRATION DATE ISSUE
36211554,DEVICE CONNECTION ISSUE
37622457,PARADOXICAL EMBOLISM
42890556,GESTATIONAL HYPERTENSION
36110174,GONORRHOEA
42890652,EMOTIONAL POVERTY
36313103,THROMBIN TIME PROLONGED
37520631,ANKLE OPERATION
35708701,Salivary gland disorder
35607176,Conjunctival abrasion
35707664,Enamel anomaly
36314636,Genotype drug resistance test
36516928,Lumbar spine flattening
36313816,Immunoglobulins decreased
37521885,Mole excision
37520999,Enterostomy
36416664,APOPTOSIS
36617315,BENCE JONES PROTEINURIA
35305516,TERATOGENICITY
35809284,PRODUCT DEPOSIT
37019446,Cystitis-like symptom
36315510,Globulins increased
35707537,Femoral hernia
37521543,Spinal rod insertion
36315029,CSF test abnormal
36313372,Lymphocyte count increased
37320305,Onycholysis
45885924,Procedural anxiety
36718484,Sciatic nerve neuropathy
35809052,Postoperative fever
43053757,Brachydactyly
37019386,Urethral haemorrhage
36110149,Klebsiella infection
36718459,Sensorimotor disorder
35104175,HYPOCOAGULABLE STATE
37522149,DRUG DELIVERY DEVICE IMPLANTATION
35909505,LIVER TRANSPLANT REJECTION
37521538,SPINAL LAMINECTOMY
36315832,SEMEN VOLUME DECREASED
35809004,INJECTION SITE OEDEMA
35306261,APLASIA CUTIS CONGENITA
35808872,IMPLANT SITE CELLULITIS
35707981,TUBERCULOSIS GASTROINTESTINAL
36312866,Coombs direct test positive
35305849,LEUKODYSTROPHY
35707762,GASTROINTESTINAL ANASTOMOTIC LEAK
36919204,Hypnagogic hallucination
42889494,Chronic graft versus host disease in liver
36110929,Pneumonia herpes viral
37521718,CYSTOPEXY
42890434,RESTING TREMOR
43562908,Hypothalamic pituitary adrenal axis suppression
36315866,BIOPSY BREAST
37520959,RECTOCELE REPAIR
35104884,Neutropenia neonatal
37119758,Vulval ulceration
37420515,Corrective lens user
36516911,Cranial sutures widening
35808805,Application site hyperaesthesia
36416562,DYSTROPHIC CALCIFICATION
36718394,HYPERPATHIA
35104781,Asplenia
37119693,Testis discomfort
37521946,TENOTOMY
35707742,PANCREATIC LEAK
37522136,CRYOTHERAPY
35205199,Subendocardial ischaemia
36313127,Anti-erythropoietin antibody negative
36316290,Manganese decreased
36110679,RECURRING SKIN BOILS
42889639,MATERNAL EXPOSURE DURING DELIVERY
36110338,Hepatosplenic candidiasis
36314212,Urine delta aminolevulinate increased
35607482,Vision abnormal neonatal
35809388,Submandibular mass
35606868,CORNEAL STRIAE
37219981,Epiglottis ulcer
42889626,CHEMICAL BURN OF RESPIRATORY TRACT
42890667,Duodenal ulcer repair
36416689,Hyperalbuminaemia
36516750,OSTEORRHAGIA
35809272,PRODUCT CLOSURE REMOVAL DIFFICULT
36110108,ERYTHRASMA
42889660,WOUND HAEMATOMA
42890493,CRYSTAL NEPHROPATHY
35306222,CONGENITAL DIAPHRAGMATIC EVENTRATION
36516779,ARTHRITIS
36919118,MENTAL STATUS CHANGES
35809132,GENERAL SYMPTOM
36718379,PARAESTHESIA
36009738,DRUG HYPERSENSITIVITY
37219871,PULMONARY EMBOLISM
36211273,NERVE INJURY
35909418,CHOLANGITIS
36311995,PULSE ABSENT
36516837,MYALGIA
36818844,UNINTENDED PREGNANCY
37219966,YAWNING
35607272,EYE MOVEMENT DISORDER
36316391,BLOOD SODIUM DECREASED
36110195,PROTEUS INFECTION
35204933,EXTRASYSTOLES
36009764,LARYNGEAL OEDEMA
36211184,POISONING DELIBERATE
36313741,PROSTATIC SPECIFIC ANTIGEN INCREASED
37622497,VEIN DISORDER
36516990,NECK MASS
35707984,Abscess intestinal
37219863,PLEURAL EFFUSION
37420369,LOSS OF EMPLOYMENT
36818833,PREGNANCY
35607110,EYE INFECTION
36211071,JOINT DISLOCATION
36009704,DERMATITIS ALLERGIC
36110682,SKIN INFECTION
36315740,WHITE BLOOD CELLS URINE POSITIVE
36110644,SEPTIC EMBOLUS
35708691,DRY THROAT
35204939,NODAL ARRHYTHMIA
35708310,LARGE INTESTINE PERFORATION
37019303,RENAL TUBULAR DISORDER
35104679,PLATELET DISORDER
36918891,PHOBIA
35708744,Tongue ulceration
36211197,Maternal drugs affecting foetus
35708620,Oral discomfort
37320102,Dermatitis bullous
35205233,HEPATIC CONGESTION
35707625,Dental caries
36312852,Blood count abnormal
36313240,Haemoglobin decreased
37521662,Uterine dilation and curettage
35809116,Crepitations
35205313,Cardiac septal defect
36009754,Toxic epidermal necrolysis
37219890,Hypoventilation
35708207,Retching
37320079,Hyperkeratosis
42889344,Rubber sensitivity
36416592,Polydipsia psychogenic
36919225,Psychogenic pain disorder
42889368,Device computer issue
36311932,Electrocardiogram ST-T change
37320144,Eczema asteatotic
35606924,Eyelash discolouration
36617686,Epididymal cyst
36110013,ARTHRITIS BACTERIAL
36316153,ANTIPSYCHOTIC DRUG LEVEL INCREASED
36313870,BIOPSY
42890298,VULVOVAGINAL SWELLING
35909445,CHOLELITHIASIS
35809386,MASS
36617657,UTERINE CANCER
37219921,PULMONARY HAEMORRHAGE
35707625,DENTAL CARIES
35506774,GOITRE
35708632,GINGIVAL SWELLING
35607340,OPTIC ATROPHY
36009957,HYPOGAMMAGLOBULINAEMIA
37320257,Acne
36919036,Mania
36516858,Restless legs syndrome
36718111,Multiple sclerosis
36110878,Cytomegalovirus viraemia
36718406,Sensory disturbance
37119585,Penile swelling
37219970,MEDIASTINAL DISORDER
37219852,BRONCHOPLEURAL FISTULA
36009728,TYPE IV HYPERSENSITIVITY REACTION
35708417,COLON CANCER
35707663,DENTAL PLAQUE
36919102,CHOKING SENSATION
36009847,NEPHROGENIC SYSTEMIC FIBROSIS
36211544,DEVICE FAILURE
37119469,BREAST DISORDER
35204948,Tachycardia
36009738,Drug hypersensitivity
37320136,Swelling face
35204996,Cardiotoxicity
36718369,Thinking abnormal
35205044,Orthopnoea
35204940,Nodal rhythm
35809025,Injection site warmth
36516738,Exostosis
36617927,Metastatic malignant melanoma
36718098,Trigeminal neuralgia
36818629,Abortion incomplete
36110733,Urethritis
37119650,Painful erection
36110583,Bronchiectasis
42890110,Candida test positive
36416523,Abnormal loss of weight
35205131,Fallot's tetralogy
35104887,Neutropenic sepsis
35506628,Hyperglycaemia
37320206,Pustular psoriasis
37420511,Blood product transfusion dependent
37219855,Pleural disorder
35708132,Ileus paralytic
35809326,Drug effect prolonged
35306223,Congenital diaphragmatic hernia
36110408,Vulvovaginal mycotic infection
36211219,Intracranial hypotension
35708205,Procedural vomiting
36718168,Vascular dementia
37119518,Uterine cervix stenosis
36314062,Lipids abnormal
42890326,Respiratory tract oedema
36516870,Nuchal rigidity
36313867,Skin test positive
36211757,Bladder perforation
35909606,Cholestatic liver injury
35205090,Mitral valve calcification
36919125,Alcoholism
37520628,Open reduction of fracture
35606826,Cataract nuclear
36313548,Blood bilirubin abnormal
36516864,Hypertonia neonatal
35305541,Anomaly of external ear congenital
35104723,Adenoiditis
37521042,Colectomy total
36313975,Precancerous cells present
37522273,Suture insertion
35205349,Ventricular hypokinesia
36617532,Cervical polyp
36314157,BLOOD GLUCOSE DECREASED
36009819,LUPUS-LIKE SYNDROME
36211691,PROCEDURAL HYPOTENSION
36313037,FIBRIN DEGRADATION PRODUCTS INCREASED
36315667,PROTEIN URINE
36312161,BLOOD CORTISOL DECREASED
35607440,AMAUROSIS FUGAX
36110419,PNEUMOCYSTIS JIROVECI PNEUMONIA
36314519,CULTURE URINE POSITIVE
35708635,PALATAL OEDEMA
36211320,TRAUMATIC HAEMATOMA
35104171,FACTOR VIII INHIBITION
43053808,INJECTION SITE BRUISING
37119644,PERINEAL PAIN
35306151,CONGENITAL CYSTIC KIDNEY DISEASE
37219851,NON-CARDIOGENIC PULMONARY OEDEMA
36110763,BONE TUBERCULOSIS
36315819,SEMEN ANALYSIS ABNORMAL
37320091,ACANTHOSIS
35305967,PLAGIOCEPHALY
37219958,RHINALGIA
35607491,UHTHOFF'S PHENOMENON
45885674,Drug titration error
35707741,Pancreatic insufficiency
36617822,Lung adenocarcinoma metastatic
37420516,Dental prosthesis user
35707729,PANCREAS TRANSPLANT REJECTION
35506618,LATENT AUTOIMMUNE DIABETES IN ADULTS
36718229,HEMIPARESIS
35809132,General symptom
36416497,Hypercapnia
35305938,Limb reduction defect
35607445,Blindness transient
37622545,Varicose vein
35104826,Eosinophilia
37119714,Endometriosis
36211150,Acute generalised exanthematous pustulosis
37320134,Skin warm
36516876,Muscular weakness
35708615,Hypoaesthesia oral
35506793,Thyrotoxic crisis
36110777,Pulmonary tuberculosis
35809293,Product taste abnormal
36110248,Erysipelas
36111000,Kaposi's sarcoma
37119493,Breast swelling
36918943,Depression suicidal
37119547,Menometrorrhagia
36416480,Acidosis hyperchloraemic
36211313,Skeletal injury
36110438,Tinea pedis
36314667,Hepatitis B DNA increased
37522192,Inhalation therapy
36110039,Folliculitis
35305548,Microtia
35808848,Catheter site discharge
36718282,Cerebellar syndrome
35708476,Lip and/or oral cavity cancer
36416540,Weight fluctuation
37119711,Endometrial hypertrophy
37219917,Increased viscosity of bronchial secretion
36718104,Vocal cord paralysis
45885772,Foetal heart rate deceleration abnormality
36312311,Blood follicle stimulating hormone increased
36110618,Abscess neck
35909597,Liver tenderness
35707648,Tooth deposit
35708105,Gastrointestinal hypomotility
35708209,Vomiting in pregnancy
37119733,Uterine spasm
42889928,Hepatitis B virus test positive
36110019,Bacteriuria
42890819,Vascular compression
36110930,Varicella
36718151,BRAIN OEDEMA
37622498,VEIN PAIN
36314124,PCO2 INCREASED
36315021,CSF PROTEIN INCREASED
35708549,PANCREATIC NEOPLASM
36516822,CERVICOBRACHIAL SYNDROME
36110636,FUNGAEMIA
35104218,TRANSFUSION REACTION
35104339,ACUTE LYMPHOCYTIC LEUKAEMIA
37119474,BREAST FIBROSIS
37521171,LYMPHADENECTOMY
36416652,LIPODYSTROPHY ACQUIRED
36313708,CARBOHYDRATE ANTIGEN 125 INCREASED
36110691,EPIGLOTTITIS
36314859,BONE SCAN ABNORMAL
37521045,COLON OPERATION
36919013,EATING DISORDER SYMPTOM
37520642,HIP SURGERY
35305920,CONGENITAL FOOT MALFORMATION
36313523,ALANINE AMINOTRANSFERASE DECREASED
36718262,HEAD TITUBATION
36315267,BODY MASS INDEX INCREASED
35809149,MULTIMORBIDITY
36919067,GRANDIOSITY
36110523,SALPINGITIS
36316132,ANTICOAGULATION DRUG LEVEL BELOW THERAPEUTIC
36009919,VASCULITIS CEREBRAL
37320155,STASIS DERMATITIS
36313950,X-RAY ABNORMAL
35708622,ORAL MUCOSAL ERUPTION
35707897,CRYPTOSPORIDIOSIS INFECTION
35306293,POROKERATOSIS
36211548,NEEDLE ISSUE
35809266,PRODUCT LABEL ISSUE
42889605,H1N1 INFLUENZA
35607207,SUPERFICIAL INJURY OF EYE
42890388,PAPULE
36416633,CHOLESTEROSIS
36516741,JAW CYST
42889383,PUMP RESERVOIR ISSUE
42889634,EXPOSURE VIA FATHER
36517019,Osteoma
36110652,Viraemia
36110298,Chlamydial infection
35809245,Phantom pain
37520623,Fracture reduction
35809049,Fever neonatal
35104150,Hypoprothrombinaemia
36211699,SHUNT THROMBOSIS
36009840,SCLERODERMA RENAL CRISIS
37420545,SIGHT DISABILITY
35205282,ISCHAEMIC CARDIOMYOPATHY
35306159,Fanconi syndrome
35909425,Bile duct obstruction
35809044,Temperature regulation disorder
42890092,Streptococcus test positive
35104090,Malaria
35808827,APPLICATION SITE SCAR
36312382,BLOOD TESTOSTERONE DECREASED
35707884,PERIRECTAL ABSCESS
35707996,CYTOMEGALOVIRUS ENTEROCOLITIS
35305890,HYPOTELORISM OF ORBIT
36718322,SOMNOLENCE NEONATAL
35708541,PANCREATIC CARCINOMA RECURRENT
36110627,PSOAS ABSCESS
36110121,CYSTITIS ESCHERICHIA
36516849,MUSCLE SWELLING
35306023,OSTEOPETROSIS
42890550,PREMATURE DELIVERY
35809171,Wound secretion
42890655,PSYCHOLOGICAL TRAUMA
37219854,PLEURAL CALCIFICATION
43562825,Lack of injection site rotation
35305516,Teratogenicity
37019400,Mixed incontinence
37520656,Meniscus removal
36314366,Vitamin D increased
36211639,Procedural dizziness
36314423,Gram stain positive
35707636,Dental necrosis
37521031,Incisional hernia repair
36110823,Trichomoniasis
35607467,Xanthopsia
36918981,Delusional perception
36110225,Septic arthritis staphylococcal
36918848,Adjustment disorder with depressed mood
35809107,Parkinsonian gait
36718492,Brachial plexopathy
35305968,SCAPHOCEPHALY
35809287,PRODUCT GEL FORMATION
37521486,Peripheral nerve operation
37520976,Gastroenterostomy
35506693,Carcinoid syndrome
35808849,Catheter site erosion
35305739,COMBINED IMMUNODEFICIENCY
36211685,Postoperative heterotopic calcification
36316442,Urine copper increased
36009774,Rhinitis perennial
36818841,Pregnancy with contraceptive patch
36009948,Cell-mediated immune deficiency
35305471,Foetal chromosome abnormality
35306184,CONGENITAL UTERINE ANOMALY
37119735,Genital labial adhesions
36416570,Magnesium metabolism disorder
35205269,SHOSHIN BERIBERI
42890573,Plantar fascial fibromatosis
36416657,PARTIAL LIPODYSTROPHY
42889898,Anti-transglutaminase antibody
35506609,DIABETES MELLITUS
35809134,HYPERHIDROSIS
36617495,RENAL CELL CARCINOMA
35204989,CARDIAC DISORDER
35607097,HORDEOLUM
36211127,RIB FRACTURE
35606946,DRY EYE
36313594,LIVER FUNCTION TEST ABNORMAL
37320143,ECZEMA
35708737,TONGUE DISORDER
36919235,SUICIDAL IDEATION
37320257,ACNE
35809382,CYST
35809319,ADVERSE DRUG REACTION
36110015,BACTERIAL INFECTION
35909508,HEPATIC FUNCTION ABNORMAL
36416568,HYPOMAGNESAEMIA
37320237,PIGMENTATION DISORDER
36416638,HYPERLIPIDAEMIA
35909428,BILE DUCT STONE
35406310,EAR INFECTION
36617894,LUNG NEOPLASM MALIGNANT
36718171,AMNESIA
35909527,HEPATIC CIRRHOSIS
35707649,TOOTH DISORDER
36718365,PERSONALITY CHANGE
35708148,FAECES HARD
36818784,POLYHYDRAMNIOS
35809126,EXERCISE TOLERANCE DECREASED
35406443,TYMPANIC MEMBRANE PERFORATION
36918873,FEAR OF DEATH
42889409,FOETAL DEATH
36315155,INTRAOCULAR PRESSURE INCREASED
36718004,CEREBRAL THROMBOSIS
36316004,PEAK EXPIRATORY FLOW RATE DECREASED
35708162,OESOPHAGEAL PAIN
35204930,BRADYCARDIA NEONATAL
35406390,MOTION SICKNESS
37219999,VOCAL CORD DISORDER
37219885,Apnoea
36211187,Skin toxicity
37320161,Generalised erythema
36316153,Antipsychotic drug level increased
37119485,Breast discharge
35707872,ANAL ABSCESS
36009895,GRAFT VERSUS HOST DISEASE
35909525,CIRRHOSIS ALCOHOLIC
35708259,OESOPHAGEAL STENOSIS
36918981,DELUSIONAL PERCEPTION
35708538,Pancreatic carcinoma
36110697,Nasopharyngitis
36313276,Red blood cell count decreased
36718298,Aphasia
37019453,Renal pain
36516836,Fibromyalgia
36516833,Myositis
36211449,Radiation skin injury
35607006,Eye haemorrhage
36313712,Carbohydrate antigen 19-9 increased
36009878,Glomerulonephritis
36516729,Bone erosion
37219970,Mediastinal disorder
36718559,Circadian rhythm sleep disorder
36818631,Abortion late
36919050,MOOD ALTERED
35809077,LETHARGY
36110098,BOTULISM
36718358,GRIMACING
35406308,EAR DISORDER
36110588,LOBAR PNEUMONIA
36718119,Encephalopathy
36919033,BIPOLAR DISORDER
35909456,GALLBLADDER INJURY
35707547,UMBILICAL HERNIA
36416574,HYPOPHOSPHATAEMIA
36818761,NEONATAL RESPIRATORY DISTRESS SYNDROME
36416721,VITAMIN B12 DEFICIENCY
37622476,THROMBOPHLEBITIS
36416599,HYPERNATRAEMIA
35809094,SENSATION OF FOREIGN BODY
36718507,PETIT MAL EPILEPSY
37320149,INTERTRIGO
36315754,URINE OUTPUT DECREASED
35305902,PIERRE ROBIN SYNDROME
37622515,EXTRAVASATION BLOOD
35205236,Oedema peripheral
35205184,Chest discomfort
35708723,Ageusia
36313534,Aspartate aminotransferase increased
37019458,Calculus bladder
35809324,Drug effect delayed
35708140,Epigastric discomfort
35305953,Talipes
42888965,Post transplant lymphoproliferative disorder
36110530,VAGINAL INFECTION
36718098,TRIGEMINAL NEURALGIA
36718476,PERIPHERAL NERVE LESION
35104694,THROMBOTIC THROMBOCYTOPENIC PURPURA
35708321,OESOPHAGITIS ULCERATIVE
35708363,Coeliac disease
36009693,Allergy to arthropod sting
36110715,Upper respiratory tract infection
35205240,Cardiac failure
36516907,Intervertebral disc protrusion
36211466,Incorrect drug administration duration
36316348,Blood chloride decreased
37219856,Pleural fibrosis
36110570,Respiratory tract infection
35607198,Retinal injury
35809024,Injection site vesicles
35305472,Gene mutation
35104129,Acquired haemophilia
36110555,Localised infection
35406308,Ear disorder
35809370,Drug withdrawal syndrome neonatal
37119784,Vulvovaginal pruritus
35707521,Abdominal wall haematoma
42889458,Suspected transmission of an infectious agent via product
36718123,LEUKOENCEPHALOPATHY
36718211,Movement disorder
35606938,Madarosis
36315256,Apgar score low
37420556,Educational problem
35205173,Coronary artery thrombosis
36110939,Mumps
37219842,Pulmonary calcification
36312336,Blood thyroid stimulating hormone increased
35205310,Cardiac hypertrophy
37219901,Anoxia
36110672,Nail infection
37219811,Alveolitis
36311956,Electrocardiogram repolarisation abnormality
36617239,Metastases to the mediastinum
35708594,Oral fungal infection
35708298,Appendicitis perforated
36919201,Male sexual dysfunction
36009909,Polyarteritis nodosa
36918991,"Hallucinations, mixed"
36316450,Blood electrolytes decreased
45886447,Renal transplant failure
36312388,Blood testosterone increased
36316349,Blood chloride increased
35104864,Plasmacytosis
36110260,Scarlet fever
36211075,Osteoporotic fracture
37219854,Pleural calcification
35708628,OROPHARYNGEAL PAIN
37520760,Mitral valve replacement
36211226,Traumatic intracranial haemorrhage
37520644,Joint dislocation reduction
42889082,Huntington's disease
35808891,Implant site irritation
36312571,Blood lactate dehydrogenase abnormal
35306253,Respiratory tract malformation
36918934,Poverty of speech
35204949,Tachycardia foetal
36211121,Lumbar vertebral fracture
36110204,Urinary tract infection pseudomonal
42889660,Wound haematoma
35104179,Leukocytoclastic vasculitis
37119470,Breast disorder female
36311997,Pulse pressure decreased
36110603,Sputum purulent
36818678,Induced labour
36718478,PERONEAL NERVE PALSY
35305423,GASTROINTESTINAL ARTERIOVENOUS MALFORMATION
36315296,GENERAL PHYSICAL CONDITION ABNORMAL
35305490,APLASIA
35205165,CORONARY ARTERY DISSECTION
35305549,CONGENITAL HEARING DISORDER
36617522,BLADDER NEOPLASM
37521841,OXYGEN SUPPLEMENTATION
35606969,HYPOTONY OF EYE
36312420,PREGNANCY TEST NEGATIVE
42889379,DEVICE ISSUE
35506463,Hypoaldosteronism
37520614,Osteotomy
37521589,Salpingectomy
36919132,SUBSTANCE ABUSE
42889647,Toxicity to various agents
36211469,Incorrect route of drug administration
